judul,tipe,kota,harga,harga_raw,lokasi,kecamatan,luas_tanah,luas_bangunan,kamar_tidur,kamar_mandi,sumber,carport,url,tanggal_scrape
RUMAH MEWAH SANGAT CANTIK,rumah-jual,samarinda,"Rp 6,5 Miliar",6500000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,307 m²,450 m²,4,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-mewah-sangat-cantik-hos19223280/,03-22-26
rumah minimalis mewah di Citraland samarinda,rumah-jual,samarinda,"Rp 1,75 Miliar",1750000000,"Samarinda Utara, Samarinda",Samarinda Utara,162 m²,150 m²,5,4,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-minimalis-mewah-di-citraland-samarinda-hos19220026/,03-22-26
rumah minimalis mewah di Citraland samarinda,rumah-jual,samarinda,"Rp 1,75 Miliar",1750000000,"Samarinda Utara, Samarinda",Samarinda Utara,162 m²,150 m²,5,4,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-minimalis-mewah-di-citraland-samarinda-hos19220025/,03-22-26
rumah besar dijual  jalan Juanda samarinda,rumah-jual,samarinda,"Rp 2,99 Miliar",2990000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,208 m²,150 m²,,4,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-besar-dijual-jalan-juanda-samarinda-hos19027134/,03-22-26
rumah minimalis mewah di Citraland samarinda,rumah-jual,samarinda,"Rp 1,8 Miliar",1800000000,"Samarinda Utara, Samarinda",Samarinda Utara,162 m²,150 m²,5,4,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-minimalis-mewah-di-citraland-samarinda-hos18992362/,03-22-26
Rumah cantik 2 lantai dijual di Bukit Mediterania,rumah-jual,samarinda,"Rp 2,35 Miliar",2350000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,240 m²,195 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-cantik-2-lantai-dijual-di-bukit-mediterania-hos18974537/,03-22-26
2 RUMAH DIJUAL,rumah-jual,samarinda,Rp 955 Juta,955000000,"Samarinda Kota, Samarinda",Samarinda Kota,179 m²,179 m²,4,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-kota/2-rumah-dijual-hos18973253/,03-22-26
Rumah Siap Huni di Perumahan Bumi Sempaja,rumah-jual,samarinda,Rp 595 Juta,595000000,"Sungai Pinang, Samarinda",Sungai Pinang,120 m²,50 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-siap-huni-di-perumahan-bumi-sempaja-hos18973246/,03-22-26
rumah dengan tanah luas dijual di perumahan Erlisa Pandan Harum Indah,rumah-jual,samarinda,Rp 2 Miliar,2000000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,262 m²,230 m²,3,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-dengan-tanah-luas-dijual-di-perumahan-erlisa-pandan-harum-indah-hos18898764/,03-22-26
rumah dijual diperumahan di jalan Kadrie Oening samarinda,rumah-jual,samarinda,"Rp 1,5 Miliar",1500000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,280 m²,230 m²,5,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-dijual-diperumahan-di-jalan-kadrie-oening-samarinda-hos18898752/,03-22-26
Rumah,rumah-jual,samarinda,Rp 700 Juta,700000000,"Sambutan, Samarinda",Sambutan,135 m²,85 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-sambutan/rumah-hos18653552/,03-22-26
Rumah,rumah-jual,samarinda,"Rp 1,9 Miliar",1900000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,184 m²,171 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-hos18653551/,03-22-26
RUMAH MODERN CITRA GRAND SENYIUR,rumah-jual,samarinda,"Rp 1,47 Miliar",1470000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,120 m²,80 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-modern-citra-grand-senyiur-hos18549056/,03-22-26
Rumah dekat dengan Big Mall dan kampus disamarinda,rumah-sewa,samarinda,Rp 35 Juta /tahun,35000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,108 m²,45 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-dekat-dengan-big-mall-dan-kampus-disamarinda-hor19164908/,03-22-26
Rumah Disewakan Di Perumahan Citraland City,rumah-sewa,samarinda,Rp 72 Juta /tahun,72000000,"Sungai Pinang, Samarinda",Sungai Pinang,180 m²,235 m²,3,3,rumah123,2,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-disewakan-di-perumahan-citraland-city-hor40520818/,03-22-26
Rumah 2 lantai disewakan di perumahan Alaya,rumah-sewa,samarinda,Rp 80 Juta /tahun,80000000,"Sungai Pinang, Samarinda",Sungai Pinang,126 m²,210 m²,3,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-2-lantai-disewakan-di-perumahan-alaya-hor19192183/,03-22-26
Rumah Sewa Citra Grand Senyiur Samarinda Sungai Kunjang,rumah-sewa,samarinda,Rp 45 Juta /tahun,45000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,180 m²,45 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-sewa-citra-grand-senyiur-samarinda-sungai-kunjang-hor40018818/,03-22-26
Rumah Sewa Minimalis Strategis Samarinda Ulu 0834,rumah-sewa,samarinda,Rp 37 Juta /tahun,37000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,120 m²,80 m²,2,2,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-minimalis-strategis-samarinda-ulu-0834-hor40403395/,03-22-26
Rumah Siap Huni Furnished di Samarinda,rumah-sewa,samarinda,Rp 75 Juta /tahun,75000000,"Samarinda Utara, Samarinda",Samarinda Utara,200 m²,200 m²,3,3 + 1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-siap-huni-furnished-di-samarinda-hor40253355/,03-22-26
RUMAH KAN,rumah-sewa,samarinda,Rp 65 Juta /tahun,65000000,"Samarinda Utara, Samarinda",Samarinda Utara,425 m²,120 m²,5,3,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-kan-hor18552670/,03-22-26
Rumah di Citraland City Samarinda,rumah-sewa,samarinda,Rp 48 Juta /tahun,48000000,"Samarinda Utara, Samarinda",Samarinda Utara,108 m²,48 m²,2,1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-di-citraland-city-samarinda-hor2451626/,03-22-26
Rumah Sewa Perumahan Mediterania Lingkungan Aman Exclusive Bebas Banjir,rumah-sewa,samarinda,Rp 100 Juta /tahun,100000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,200 m²,150 m²,3,2,rumah123,3,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-perumahan-mediterania-lingkungan-aman-exclusive-bebas-banjir-hor41211494/,03-22-26
Rumah Sewa Khusus Kantor Tengah Kota Samarinda Ilir 8902,rumah-sewa,samarinda,Rp 40 Juta /tahun,40000000,"Samarinda Ilir, Samarinda",Samarinda Ilir,200 m²,90 m²,2,1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ilir/rumah-sewa-khusus-kantor-tengah-kota-samarinda-ilir-8902-hor40501743/,03-22-26
Rumah Sewa Kondisi Bagus Terawat Dengan Harga Terjangkau,rumah-sewa,samarinda,Rp 60 Juta /tahun,60000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,300 m²,180 m²,2,3,rumah123,2,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-sewa-kondisi-bagus-terawat-dengan-harga-terjangkau-hor40501028/,03-22-26
Rumah Disewakan 1 Lantai Di Pusat Kota Samarinda Dengan Harga Yang Murah,rumah-sewa,samarinda,"Rp 37,5 Juta /tahun",37500000,"Samarinda Kota, Samarinda",Samarinda Kota,200 m²,100 m²,3 + 1,2 + 1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-disewakan-1-lantai-di-pusat-kota-samarinda-dengan-harga-yang-murah-hor40499982/,03-22-26
Rumah Design Kantor 2 Lantai Di Perumahan Samarinda,rumah-sewa,samarinda,Rp 125 Juta /tahun,125000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,300 m²,300 m²,5 + 1,3 + 1,rumah123,3,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-design-kantor-2-lantai-di-perumahan-samarinda-hor40298604/,03-22-26
"Rumah Sewa 1 Lantai , Cocok Untuk Keluarga Kecil",rumah-sewa,samarinda,Rp 35 Juta /tahun,35000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,90 m²,29 m²,2,1,rumah123,1,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-sewa-1-lantai-cocok-untuk-keluarga-kecil-hor40003368/,03-22-26
RUMAH 3KAMAR 2LANTAI DEKAT KAMPUS Umkt,rumah-sewa,samarinda,Rp 45 Juta /tahun,45000000,"Samarinda Kota, Samarinda",Samarinda Kota,150 m²,100 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-3kamar-2lantai-dekat-kampus-umkt-hor39384790/,03-22-26
Rumah disewakan di perumahan Citraland,rumah-sewa,samarinda,Rp 45 Juta /tahun,45000000,"Sungai Pinang, Samarinda",Sungai Pinang,126 m²,150 m²,4,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-disewakan-di-perumahan-citraland-hor39216897/,03-22-26
Rumah disewakan di Grand senyiur city,rumah-sewa,samarinda,Rp 45 Juta /tahun,45000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,144 m²,75 m²,2,2,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-disewakan-di-grand-senyiur-city-hor19164905/,03-22-26
RUMAH Di PERUMAHAN PESONA MAHAKAM,rumah-sewa,samarinda,Rp 35 Juta /tahun,35000000,"Samarinda Seberang, Samarinda",Samarinda Seberang,80 m²,70 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-seberang/rumah-di-perumahan-pesona-mahakam-hor19129855/,03-22-26
Rumah 2 Lantai di Alaya Banyan,rumah-sewa,samarinda,Rp 85 Juta /tahun,85000000,"Sungai Pinang, Samarinda",Sungai Pinang,140 m²,200 m²,3 + 1,2 + 1,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-2-lantai-di-alaya-banyan-hor19024111/,03-22-26
Rumah Nyaman Di Perumahan Tenang Ekslusive Samarinda Sungai Kunjang,rumah-sewa,samarinda,Rp 72 Juta /tahun,72000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,399 m²,120 m²,3,2 + 1,rumah123,2,https://www.rumah123.com/properti/samarinda/hor18939995/,03-22-26
KAN RUMAH DI GRAND TAMAN SARI,rumah-sewa,samarinda,Rp 25 Juta /tahun,25000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,90 m²,48 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/kan-rumah-di-grand-taman-sari-hor18424066/,03-22-26
Rumah Sewa Perumahan Elit Mediterania Samarinda Ulu,rumah-sewa,samarinda,Rp 105 Juta /tahun,105000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,150 m²,200 m²,3,2,rumah123,2,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-perumahan-elit-mediterania-samarinda-ulu-hor41206738/,03-22-26
Disewakan Rumah Cantik di Perumahan Citraland City Kota Samarinda,rumah-sewa,samarinda,Rp 38 Juta /tahun,38000000,"Sungai Pinang, Samarinda",Sungai Pinang,105 m²,54 m²,2,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/disewakan-rumah-cantik-di-perumahan-citraland-city-kota-samarinda-hor40967127/,03-22-26
"Rumah Sewa 1 Lantai Sangat Luas dengan 5 Kamar Tidur , Cocok untuk Keluarga Besar atau Mess Karyawan",rumah-sewa,samarinda,Rp 65 Juta /tahun,65000000,"Sungai Pinang, Samarinda",Sungai Pinang,200 m²,165 m²,5,3,rumah123,1,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-sewa-1-lantai-sangat-luas-dengan-5-kamar-tidur-cocok-untuk-keluarga-besar-atau-mess-karyawan-hor40918077/,03-22-26
Rumah Sewa Murah Dalam Perumahan Samarinda Sungai Pinang 6938,rumah-sewa,samarinda,Rp 28 Juta /tahun,28000000,"Samarinda Utara, Samarinda",Samarinda Utara,187 m²,50 m²,2,1,rumah123,3,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-sewa-murah-dalam-perumahan-samarinda-sungai-pinang-6938-hor40871171/,03-22-26
Rumah Tinggal Sewa Diperumahan Tenang Samarinda 7616,rumah-sewa,samarinda,Rp 55 Juta /tahun,55000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,120 m²,100 m²,3,3,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-tinggal-sewa-diperumahan-tenang-samarinda-7616-hor40018931/,03-22-26
Disewakan Cepat Rumah Mewah Pinggir Jalan Raya Di Jalan Harun Nafsi Rapak Dalam Samarinda Seberang,rumah-sewa,samarinda,Rp 70 Juta /tahun,70000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,529 m²,200 m²,6,5,rumah123,1,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/disewakan-cepat-rumah-mewah-pinggir-jalan-raya-di-jalan-harun-nafsi-rapak-dalam-samarinda-seberang-hor40444718/,03-22-26
Rumah disewakan di perumahan Citraland,rumah-sewa,samarinda,Rp 55 Juta /tahun,55000000,"Sungai Pinang, Samarinda",Sungai Pinang,180 m²,200 m²,4,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-disewakan-di-perumahan-citraland-hor39372704/,03-22-26
Disewakan Rumah di Perumahan Bumi Srmpaja Samarinda,rumah-sewa,samarinda,Rp 33 Juta /tahun,33000000,"Sungai Pinang, Samarinda",Sungai Pinang,120 m²,70 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/disewakan-rumah-di-perumahan-bumi-srmpaja-samarinda-hor38837294/,03-22-26
rumah di sewakan di pusat kota samarinda jalan Wolter Monginsidi,rumah-sewa,samarinda,Rp 35 Juta /tahun,35000000,"Samarinda Kota, Samarinda",Samarinda Kota,132 m²,100 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-di-sewakan-di-pusat-kota-samarinda-jalan-wolter-monginsidi-hor19497484/,03-22-26
RUMAH SIAP HUNI DIPONDOK SURYA,rumah-sewa,samarinda,Rp 50 Juta /tahun,50000000,"Sungai Pinang, Samarinda",Sungai Pinang,150 m²,150 m²,3,2,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-pinang/rumah-siap-huni-dipondok-surya-hor19210698/,03-22-26
"rumah disewakan besar,bisa buat kantor depan big mall samarinda",rumah-sewa,samarinda,Rp 90 Juta /tahun,90000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,300 m²,250 m²,5,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-disewakan-besarbisa-buat-kantor-depan-big-mall-samarinda-hor18893965/,03-22-26
Rumah siap huni di Perum Samarinda,rumah-sewa,samarinda,Rp 120 Juta /tahun,120000000,"Samarinda Utara, Samarinda",Samarinda Utara,200 m²,300 m²,3,4,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-siap-huni-di-perum-samarinda-hor6833587/,03-22-26
Rumah Asri Siap Huni Di Samarinda Dekat Big Mall,rumah-sewa,samarinda,Rp 70 Juta /tahun,70000000,"Samarinda Kunjang, Samarinda",Samarinda Kunjang,254 m²,300 m²,7,4,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-kunjang/rumah-asri-siap-huni-di-samarinda-dekat-big-mall-hor4293005/,03-22-26
Rumah Sewa Siap Pakai Cocok Untuk Keluarga Samarinda Utara 5285,rumah-sewa,samarinda,Rp 30 Juta /tahun,30000000,"Samarinda Utara, Samarinda",Samarinda Utara,150 m²,100 m²,3,2,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-utara/rumah-sewa-siap-pakai-cocok-untuk-keluarga-samarinda-utara-5285-hor40021843/,03-22-26
Rumah Sewa Siap Huni Samarinda Ulu 5159,rumah-sewa,samarinda,Rp 75 Juta /tahun,75000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,200 m²,84 m²,6,5,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-siap-huni-samarinda-ulu-5159-hor40021839/,03-22-26
RUMAH SEWA KANTOR DI PERUMAHAN TENANG SAMARINDA 0109,rumah-sewa,samarinda,Rp 37 Juta /tahun,37000000,"Sambutan, Samarinda",Sambutan,120 m²,120 m²,2,2,rumah123,,https://www.rumah123.com/properti/samarinda-sambutan/rumah-sewa-kantor-di-perumahan-tenang-samarinda-0109-hor40021860/,03-22-26
RUMAH SEWA COCOK KANTOR DIPERUMAHAN ELIT SAMARINDA ULU,rumah-sewa,samarinda,Rp 80 Juta /tahun,80000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,150 m²,90 m²,3,2,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-cocok-kantor-diperumahan-elit-samarinda-ulu-hor40021850/,03-22-26
Rumah besar 2 lantai depan Big Mall,rumah-sewa,samarinda,Rp 115 Juta /tahun,115000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,300 m²,280 m²,6,3,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-besar-2-lantai-depan-big-mall-hor18690035/,03-22-26
"Rumah 1 Lantai Siap Huni dan Terawat, Cocok untuk Kantor / Mess Karyawan dengan Halaman Parkir bisa Muat Sampai 20 Mobil",rumah-sewa,samarinda,Rp 150 Juta /tahun,150000000,"Sungai Kunjang, Samarinda",Sungai Kunjang,1666 m²,500 m²,10 + 1,5,rumah123,,https://www.rumah123.com/properti/samarinda-sungai-kunjang/rumah-1-lantai-siap-huni-dan-terawat-cocok-untuk-kantor-mess-karyawan-dengan-halaman-parkir-bisa-muat-sampai-20-mobil-hor40866367/,03-22-26
Rumah Modern Minimalis Di Tengah Kota Samarinda Dalam Komplek Perumahan Elit,rumah-sewa,samarinda,Rp 60 Juta /tahun,60000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,150 m²,140 m²,4,2,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-modern-minimalis-di-tengah-kota-samarinda-dalam-komplek-perumahan-elit-hor40668256/,03-22-26
Rumah Siap Huni di Perumahan Favorite Dekat Pusat Kota Samarinda,rumah-sewa,samarinda,Rp 75 Juta /tahun,75000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,131 m²,70 m²,2,1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-siap-huni-di-perumahan-favorite-dekat-pusat-kota-samarinda-hor40581490/,03-22-26
Rumah 2 Lantai Di Perumahan Grand Mahakam Siradj Salman,rumah-sewa,samarinda,Rp 100 Juta /tahun,100000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,170 m²,250 m²,5,4,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-2-lantai-di-perumahan-grand-mahakam-siradj-salman-hor40277868/,03-22-26
RUMAH SEWA DEKAT UNTAG,rumah-sewa,samarinda,Rp 35 Juta /tahun,35000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,150 m²,100 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-dekat-untag-hor39257205/,03-22-26
Rumah Cantik Minimalis di Citra Grand Senyiur,rumah-sewa,samarinda,Rp 35 Juta /tahun,35000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,108 m²,50 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-cantik-minimalis-di-citra-grand-senyiur-hor39098673/,03-22-26
"Rumah Sewa  Jl. Bukit Barisan,Samarinda Ulu",rumah-sewa,samarinda,Rp 30 Juta /tahun,30000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,72 m²,80 m²,3,1,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-jl-bukit-barisansamarinda-ulu-hor39091583/,03-22-26
Sewa Rumah Komplek Pesona Mahakam C2 08 Samarinda,rumah-sewa,samarinda,Rp 65 Juta /tahun,65000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,323 m²,96 m²,3,2,rumah123,1,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/sewa-rumah-komplek-pesona-mahakam-c2-08-samarinda-hor13140288/,03-22-26
Rumah Minimalis Dekat Kampus Dan Rsud Mois,rumah-sewa,samarinda,Rp 36 Juta /tahun,36000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,102 m²,54 m²,2,1,rumah123,1 + 1,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-minimalis-dekat-kampus-dan-rsud-mois-hor18690165/,03-22-26
Rumah full furniture,rumah-sewa,samarinda,Rp 45 Juta /tahun,45000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,120 m²,48 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-full-furniture-hor18690164/,03-22-26
Rumah Minimalis Konsep Classic,rumah-sewa,samarinda,Rp 25 Juta /tahun,25000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,102 m²,46 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-minimalis-konsep-classic-hor18690091/,03-22-26
Rumah dekat kampus dsn Big Mall,rumah-sewa,samarinda,Rp 30 Juta /tahun,30000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,120 m²,60 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-dekat-kampus-dsn-big-mall-hor18690028/,03-22-26
Rumah dekat 4 Kampus dan Rumah sakit Mois,rumah-sewa,samarinda,Rp 30 Juta /tahun,30000000,"Loa Janan Ilir, Samarinda",Loa Janan Ilir,120 m²,50 m²,2,1,rumah123,,https://www.rumah123.com/properti/samarinda-loa-janan-ilir/rumah-dekat-4-kampus-dan-rumah-sakit-mois-hor18690026/,03-22-26
RUMAH SEWA KANTOR DI SAMARINDA ULU BEBAS BANJIR 4444,rumah-sewa,samarinda,Rp 45 Juta /tahun,45000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,110 m²,110 m²,3,2,rumah123,1,https://www.rumah123.com/properti/samarinda/hor16518798/,03-22-26
Rumah design kantor di Samarinda,rumah-sewa,samarinda,Rp 250 Juta /tahun,250000000,"Samarinda Seberang, Samarinda",Samarinda Seberang,2040 m²,550 m²,5 + 1,3 + 1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-seberang/rumah-design-kantor-di-samarinda-hor2458433/,03-22-26
Rumah Sewa Perumahan Elit Samarinda Ulu 7890,rumah-sewa,samarinda,Rp 52 Juta /tahun,52000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,120 m²,54 m²,2,1,rumah123,1,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-sewa-perumahan-elit-samarinda-ulu-7890-hor40021846/,03-22-26
Rumah Sewa Mediterania Samarinda Ulu,rumah-sewa,samarinda,Rp 70 Juta /tahun,70000000,"Samarinda Kota, Samarinda",Samarinda Kota,110 m²,50 m²,2,1,rumah123,2,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-sewa-mediterania-samarinda-ulu-hor41102065/,03-22-26
Rumah Sewa Perumahahan Mediterania Samarinda Ulu,rumah-sewa,samarinda,Rp 90 Juta /tahun,90000000,"Samarinda Kota, Samarinda",Samarinda Kota,180 m²,140 m²,4,3,rumah123,3,https://www.rumah123.com/properti/samarinda-samarinda-kota/rumah-sewa-perumahahan-mediterania-samarinda-ulu-hor41101986/,03-22-26
Rumah cantik disewakan di tengah kota,rumah-sewa,samarinda,Rp 200 Juta /tahun,200000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,850 m²,800 m²,7,5,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-cantik-disewakan-di-tengah-kota-hor18925179/,03-22-26
Rumah cantik disewakan di perumahan pandan harum hill,rumah-sewa,samarinda,Rp 70 Juta /tahun,70000000,"Samarinda Ulu, Samarinda",Samarinda Ulu,150 m²,250 m²,4,3,rumah123,,https://www.rumah123.com/properti/samarinda-samarinda-ulu/rumah-cantik-disewakan-di-perumahan-pandan-harum-hill-hor19192169/,03-22-26
